Word           Frequency      Posting List   
preferred      2              [(2, 9759), (2, 18834)]

prehistory     1              [(2, 19581)]   

preliminary    1              [(1, 10838)]   

prema          2              [(2, 24377), (2, 24509)]

prensa         1              [(2, 25536)]   

present        1              [(2, 7446)]    

preserve       1              [(1, 9668)]    

press          18             [(1, 14455), (1, 14756), (1, 14925), (1, 15008), (1, 15441), (1, 15546), (1, 19493), (1, 19553), (2, 17532), (2, 17764), (2, 18083), (2, 19886), (2, 20357), (2, 20532), (2, 20778), (2, 24819), (2, 25002), (2, 25096)]

pressed        1              [(1, 10012)]   

prevent        1              [(1, 10418)]   

prevention     1              [(1, 18357)]   

preventive     1              [(1, 10932)]   

prevents       1              [(2, 12417)]   

price          1              [(2, 18927)]   

primarily      1              [(2, 4724)]    

primate        1              [(1, 7932)]    

princeton      1              [(1, 15525)]   

printexport    2              [(1, 19990), (2, 27458)]

prior          1              [(2, 12115)]   

probable       1              [(2, 7379)]    

problematic    1              [(2, 4248)]    

problems       3              [(1, 778), (1, 3168), (1, 8912)]

proceedings    1              [(1, 16047)]   

process        2              [(2, 13409), (2, 15576)]

produce        9              [(1, 1605), (1, 10023), (1, 11645), (2, 1115), (2, 7970), (2, 9295), (2, 10754), (2, 13425), (2, 15283)]

produced       2              [(1, 10123), (2, 2810)]

producer       1              [(2, 5548)]    

producers      3              [(1, 7957), (1, 8083), (2, 594)]

produces       1              [(2, 8148)]    

producing      3              [(1, 4956), (1, 9080), (2, 2962)]

production     16             [(1, 836), (1, 1125), (1, 1185), (1, 8969), (1, 8986), (1, 9041), (1, 10256), (1, 16487), (1, 16848), (2, 1635), (2, 9076), (2, 11054), (2, 11076), (2, 11154), (2, 12153), (2, 15828)]

productivity   1              [(1, 7441)]    

products       4              [(1, 1217), (1, 9694), (1, 10814), (1, 19607)]

profiles       3              [(1, 18467), (2, 26270), (2, 26606)]

programme      1              [(2, 26146)]   

project        3              [(1, 13972), (1, 15036), (1, 15123)]

projects       2              [(1, 20011), (2, 27479)]

prominent      1              [(2, 16558)]   

prominently    1              [(2, 13712)]   

promising      1              [(1, 6230)]    

promotion      1              [(2, 24845)]   

promusa        1              [(2, 17325)]   

propagated     1              [(1, 5712)]    

protection     3              [(2, 11569), (2, 17730), (2, 23579)]

protein        2              [(1, 11406), (1, 11582)]

proved         1              [(2, 4447)]    

proverbs       3              [(1, 1267), (1, 11938), (1, 12087)]

provide        1              [(1, 6531)]    

provides       1              [(1, 9341)]    

providing      2              [(1, 2430), (2, 13059)]

proximate      1              [(1, 18820)]   

pseudostem     4              [(2, 2716), (2, 2879), (2, 3062), (2, 3167)]

pseudostems    1              [(2, 15092)]   

public         1              [(1, 7699)]    

publications   1              [(1, 14229)]   

published      1              [(2, 4585)]    

publishing     3              [(1, 14309), (1, 15272), (1, 16512)]

pulp           2              [(2, 7861), (2, 13691)]

pumila         8              [(1, 174), (1, 379), (1, 1408), (1, 1682), (1, 12581), (1, 12861), (1, 19594), (1, 19802)]

purchase       1              [(1, 7760)]    

puree          1              [(1, 9950)]    

purposes       1              [(2, 18856)]   

pusô           1              [(2, 14293)]   

puzhungiyathu  1              [(2, 13848)]   

pyrus          4              [(1, 293), (1, 307), (1, 333), (1, 12892)]

qi             3              [(1, 15990), (1, 16019), (2, 18962)]

qualities      2              [(1, 5036), (2, 15372)]

quality        1              [(1, 10351)]   

quantity       6              [(1, 9183), (1, 9211), (1, 9242), (2, 12873), (2, 12895), (2, 12926)]

question       1              [(2, 12639)]   

r              11             [(1, 13836), (1, 14582), (1, 14643), (1, 18545), (1, 18798), (2, 18005), (2, 18585), (2, 19671), (2, 22537), (2, 23410), (2, 25890)]

race           3              [(2, 1739), (2, 12535), (2, 23096)]

raced          1              [(1, 4116)]    

racist         3              [(2, 1936), (2, 16778), (2, 16808)]

radiation      1              [(2, 17704)]   

ragama         1              [(2, 23412)]   

railroads      1              [(2, 8649)]    

ramón          1              [(2, 26752)]   

random         2              [(1, 15375), (1, 19368)]

randrianja     1              [(2, 20276)]   

range          4              [(1, 644), (1, 1564), (1, 8765), (2, 6250)]

ranney         1              [(1, 16031)]   

rather         1              [(1, 5744)]    

raw            13             [(1, 751), (1, 9567), (1, 9776), (1, 9799), (1, 11487), (2, 6158), (2, 6242), (2, 6727), (2, 6882), (2, 9779), (2, 12841), (2, 12991), (2, 14456)]

razak          1              [(2, 21157)]   

rc             3              [(1, 18179), (2, 26244), (2, 26475)]

reaction       3              [(1, 10642), (1, 11438), (1, 11607)]

reactions      2              [(1, 11198), (1, 11339)]

reader         1              [(1, 14279)]   

readily        1              [(1, 5633)]    

reading        4              [(1, 1312), (1, 19412), (2, 2001), (2, 27026)]

ready          1              [(2, 14338)]   

recent         1              [(1, 1882)]    

recommended    1              [(2, 13079)]   

recorded       1              [(1, 12402)]   

red            4              [(1, 8006), (1, 10782), (1, 12422), (2, 6654)]

reed           1              [(2, 17631)]   

refer          1              [(2, 1202)]    

reference      3              [(1, 17133), (1, 17251), (2, 23722)]

references     4              [(1, 1293), (1, 12544), (2, 1969), (2, 17056)]

referred       1              [(2, 9991)]    

refers         1              [(2, 800)]     

reflection     1              [(1, 2996)]    

refrigeration  2              [(2, 8683), (2, 11040)]

refrigerator   1              [(1, 8426)]    

region         1              [(2, 7361)]    

regions        3              [(2, 5450), (2, 6926), (2, 7743)]

regulating     1              [(1, 16747)]   

regulator      1              [(2, 26407)]   

regulators     1              [(1, 16828)]   

reighard       1              [(1, 16549)]   

related        4              [(1, 1808), (2, 16612), (2, 27086), (2, 27115)]

relation       1              [(2, 23504)]   

relations      1              [(1, 13369)]   

relationship   1              [(1, 13682)]   

release        1              [(2, 23732)]   

relevance      1              [(1, 18730)]   

religion       4              [(1, 3199), (1, 14965), (2, 1907), (2, 16439)]

religious      1              [(1, 558)]     

remaining      1              [(1, 4546)]    

remains        1              [(2, 10428)]   

remaud         1              [(2, 24195)]   

renata         1              [(2, 25758)]   

renaudeau      1              [(2, 26097)]   

report         2              [(1, 12774), (2, 23215)]

reported       2              [(2, 10556), (2, 11291)]

required       3              [(1, 3233), (2, 12238), (2, 21067)]

requirement    1              [(1, 16710)]   

requires       1              [(2, 15584)]   

research       3              [(1, 10850), (2, 24963), (2, 26061)]

researchers    1              [(2, 12458)]   

reside         1              [(2, 16748)]   

resistance     4              [(1, 5174), (2, 12447), (2, 12515), (2, 23059)]

resources      2              [(2, 26353), (2, 26689)]

rest           1              [(2, 12067)]   

result         2              [(1, 4341), (2, 18887)]

resulted       1              [(1, 1755)]    

resulting      1              [(1, 629)]     

retailer       1              [(2, 10527)]   

retrieved      102            [(1, 12980), (1, 13008), (1, 13049), (1, 13282), (1, 13809), (1, 13901), (1, 13941), (1, 14022), (1, 14068), (1, 14503), (1, 15069), (1, 15160), (1, 15286), (1, 15447), (1, 15552), (1, 15681), (1, 15699), (1, 15751), (1, 15893), (1, 15929), (1, 16145), (1, 16238), (1, 16416), (1, 16591), (1, 16630), (1, 16923), (1, 16998), (1, 17031), (1, 17390), (1, 17610), (1, 17660), (1, 17958), (1, 18017), (1, 18091), (1, 19072), (1, 19240), (1, 19286), (1, 19386), (2, 17099), (2, 17191), (2, 17238), (2, 17315), (2, 17333), (2, 17392), (2, 17425), (2, 17457), (2, 17590), (2, 17657), (2, 17850), (2, 17899), (2, 17945), (2, 17982), (2, 18196), (2, 18256), (2, 18334), (2, 18755), (2, 19452), (2, 20155), (2, 20414), (2, 20573), (2, 20626), (2, 20677), (2, 20899), (2, 20943), (2, 21038), (2, 21081), (2, 21127), (2, 21265), (2, 21305), (2, 21466), (2, 21565), (2, 22186), (2, 22284), (2, 22621), (2, 22665), (2, 22829), (2, 23624), (2, 23749), (2, 24320), (2, 24353), (2, 24416), (2, 24481), (2, 24548), (2, 24617), (2, 24652), (2, 24687), (2, 24719), (2, 24887), (2, 25216), (2, 25324), (2, 25367), (2, 25401), (2, 25451), (2, 25554), (2, 25586), (2, 25687), (2, 25741), (2, 26182), (2, 26367), (2, 26458), (2, 26703), (2, 27008)]

reverse        2              [(2, 2149), (2, 2302)]

reynes         1              [(2, 19153)]   

rh             2              [(1, 17759), (2, 26720)]

ribeiro        2              [(1, 18116), (1, 18204)]

rich           2              [(1, 10473), (2, 376)]

richard        2              [(1, 19156), (2, 25608)]

rioonwatch     1              [(2, 25518)]   

ripe           1              [(2, 10570)]   

ripen          2              [(1, 7775), (2, 10298)]

ripened        2              [(2, 10436), (2, 10605)]

ripening       6              [(1, 8230), (2, 1604), (2, 8743), (2, 10253), (2, 13400), (2, 21697)]

risk           1              [(1, 10955)]   

river          2              [(2, 17526), (2, 25966)]

rj             1              [(2, 18017)]   

rk             1              [(2, 23435)]   

robert         1              [(2, 23009)]   

roberto        1              [(1, 17944)]   

roberts        1              [(2, 21604)]   

robertshaw     1              [(2, 20190)]   

rochester      1              [(1, 14986)]   

rodale         1              [(1, 17536)]   

rodiergoud     2              [(2, 18519), (2, 22471)]

rodney         1              [(1, 13526)]   

roger          1              [(1, 16948)]   

roldánruiz     1              [(1, 13606)]   

role           1              [(1, 16739)]   

roles          3              [(1, 14645), (2, 1896), (2, 15914)]

ronald         2              [(1, 15471), (2, 20443)]

rooms          2              [(2, 10315), (2, 10367)]

rootstock      1              [(1, 7169)]    

rootstocks     2              [(1, 5973), (1, 7607)]

rosaceae       1              [(1, 13419)]   

roster         1              [(1, 14745)]   

rouard         2              [(2, 18427), (2, 22383)]

roughly        2              [(1, 9273), (2, 12957)]

routledge      1              [(2, 19621)]   

rrc            1              [(2, 26818)]   

run            1              [(2, 3874)]    

runnin         1              [(2, 16329)]   

rural          1              [(2, 20092)]   

russeted       1              [(1, 5262)]    

rutherford     1              [(2, 23187)]   

ryukyus        1              [(2, 24787)]   

réunion        1              [(2, 2175)]    

s              14             [(1, 5965), (1, 11936), (1, 13583), (1, 16680), (1, 19147), (2, 17016), (2, 18414), (2, 18574), (2, 21972), (2, 22374), (2, 22526), (2, 23596), (2, 25765), (2, 26791)]

saba           1              [(2, 13782)]   

sacred         1              [(1, 3657)]    

saeki          1              [(2, 25820)]   

saging         1              [(2, 14301)]   

said           2              [(1, 12148), (2, 16740)]

salads         1              [(1, 9574)]    

sale           2              [(2, 9012), (2, 16005)]

salmon         1              [(2, 24175)]   

sam            1              [(1, 13550)]   

same           4              [(1, 4808), (1, 6834), (1, 7164), (2, 14183)]

san            1              [(2, 8034)]    

sansavini      1              [(1, 16682)]   

santy          1              [(2, 22927)]   

sapers         1              [(1, 18368)]   

sapidisiaca    1              [(2, 5004)]    

sapientum      6              [(2, 506), (2, 4372), (2, 4651), (2, 4963), (2, 5041), (2, 5055)]

sauces         1              [(1, 9607)]    

sauer          1              [(1, 14683)]   

says           1              [(2, 16357)]   

sc             2              [(2, 26234), (2, 26506)]

scalding       1              [(1, 10436)]   

scale          1              [(2, 10146)]   

scaman         1              [(2, 24113)]   

schatkowski    1              [(2, 23922)]   

scholar        1              [(1, 2462)]    

science        10             [(1, 17585), (1, 17842), (1, 18429), (2, 17282), (2, 17816), (2, 19779), (2, 19968), (2, 20250), (2, 21253), (2, 25122)]

scientific     1              [(1, 17204)]   

scientist      3              [(2, 17621), (2, 20997), (2, 21028)]

scientists     1              [(2, 5352)]    

scott          3              [(2, 21582), (2, 21800), (2, 21951)]

sealed         1              [(2, 10918)]   

search         3              [(1, 19954), (2, 17966), (2, 27422)]

season         1              [(2, 11455)]   

section        2              [(2, 9483), (2, 12741)]

sector         1              [(2, 9273)]    

see            15             [(1, 102), (1, 1284), (1, 5559), (1, 6623), (1, 7068), (1, 8706), (1, 9368), (1, 12535), (2, 124), (2, 166), (2, 185), (2, 5335), (2, 7257), (2, 13247), (2, 16425)]

seed           2              [(1, 608), (1, 18855)]

seedlings      1              [(1, 6139)]    

seeds          9              [(1, 1261), (1, 5646), (1, 9427), (1, 9491), (1, 11667), (1, 11677), (1, 11763), (2, 9733), (2, 9749)]

seen           2              [(2, 2167), (2, 2320)]

select         1              [(1, 14738)]   

selected       2              [(1, 7004), (2, 18310)]

selfincompatible1              [(1, 6676)]    

sell           1              [(2, 9232)]    

sends          1              [(1, 12333)]   

separator      1              [(2, 15650)]   

september      12             [(1, 13059), (1, 16248), (1, 16347), (1, 16426), (1, 18215), (1, 18403), (2, 17860), (2, 20165), (2, 20382), (2, 20424), (2, 20583), (2, 20909)]

sequence       1              [(2, 5399)]    

sequenced      1              [(1, 1997)]    

series         2              [(1, 16012), (2, 4568)]

serious        1              [(1, 8896)]    

service        2              [(1, 16394), (1, 18000)]

serving        2              [(1, 9316), (2, 16531)]

seven          1              [(1, 6721)]    

several        4              [(1, 6036), (1, 9637), (1, 11858), (2, 13311)]

sg             1              [(2, 19649)]   

sh             2              [(2, 21154), (2, 26771)]

shaari         1              [(2, 21167)]   

shape          1              [(1, 5198)]    

shaped         1              [(1, 5255)]    

shapes         1              [(2, 6276)]    

share          1              [(1, 3946)]    

sharp          1              [(2, 699)]     

shaw           1              [(2, 25008)]   

she            2              [(1, 3373), (1, 4170)]

sheath         2              [(2, 2670), (2, 2781)]

sheaths        1              [(2, 2696)]    

shepherds      1              [(2, 5168)]    

sherbet        1              [(2, 7886)]    

shih           1              [(1, 19166)]   

shippers       1              [(2, 8767)]    

shipping       2              [(1, 5121), (2, 12251)]

shoots         4              [(2, 15157), (2, 15229), (2, 15276), (2, 15440)]

short          2              [(2, 6626), (2, 20321)]

shortlived     1              [(1, 4059)]    

show           1              [(1, 3794)]    

showed         1              [(2, 4624)]    

showing        1              [(2, 2048)]    

shown          1              [(2, 10971)]   

siberian       1              [(1, 19676)]   

side           1              [(1, 1425)]    

sidewalk       2              [(2, 16107), (2, 16182)]

sieversii      4              [(1, 1695), (1, 1853), (1, 2026), (1, 2055)]

sigatoka       2              [(2, 1750), (2, 12572)]

significance   1              [(2, 19527)]   

significant    3              [(1, 8488), (1, 8667), (2, 13348)]

significantly  1              [(1, 5861)]    

silayoi        1              [(2, 26774)]   

silk           1              [(2, 27196)]   

silva          2              [(2, 18439), (2, 22395)]

similar        3              [(2, 13924), (2, 14025), (2, 16633)]

similarity     1              [(1, 11235)]   

similarly      1              [(1, 3752)]    

simmonds       3              [(2, 5155), (2, 17605), (2, 26723)]

simone         1              [(2, 21327)]   

simply         1              [(2, 13675)]   

sin            2              [(1, 4461), (1, 4469)]

since          1              [(1, 6256)]    

singapore      1              [(2, 13999)]   

size           3              [(1, 7124), (1, 13364), (2, 300)]

sizes          2              [(1, 1573), (2, 6266)]

skin           5              [(1, 5097), (1, 9137), (1, 9407), (2, 3901), (2, 13536)]

skins          1              [(2, 6658)]    

sliced         1              [(1, 10144)]   

slightly       1              [(2, 3936)]    

small          3              [(1, 2913), (1, 11701), (1, 11740)]

smaller        1              [(2, 6217)]    

smallscale     2              [(2, 6797), (2, 12004)]

smell          1              [(2, 8065)]    

smith          5              [(1, 8116), (1, 14136), (2, 17471), (2, 22899), (2, 23200)]

snow           1              [(1, 8058)]    

so             4              [(1, 7706), (1, 11447), (2, 982), (2, 3240)]

society        3              [(1, 964), (1, 2349), (1, 13470)]

soft           3              [(1, 5007), (2, 365), (2, 810)]

softest        1              [(2, 15495)]   

softness       2              [(2, 15210), (2, 15320)]

soil           2              [(2, 2556), (2, 9148)]

soilborne      1              [(2, 23530)]   

soils          1              [(2, 2535)]    

sold           1              [(2, 6319)]    

solid          1              [(2, 25919)]   

solofo         1              [(2, 20287)]   

solomon        1              [(2, 24566)]   

solvent        1              [(1, 18526)]   

soma           1              [(1, 14766)]   

some           11             [(1, 4908), (1, 5313), (1, 7179), (1, 8207), (1, 8448), (1, 9915), (1, 10393), (1, 10777), (1, 10963), (1, 11168), (2, 9246)]

someone        1              [(1, 3702)]    

sometimes      3              [(1, 3419), (1, 6911), (2, 11531)]

sons           1              [(1, 13238)]   

sort           1              [(2, 9068)]    

soups          1              [(2, 14494)]   

souquet        2              [(2, 18477), (2, 22431)]

source         4              [(1, 9015), (1, 10478), (2, 11138), (2, 12984)]

sources        1              [(2, 12311)]   

south          3              [(2, 1501), (2, 8287), (2, 14938)]

southeast      3              [(2, 5967), (2, 6966), (2, 26860)]

southern       1              [(1, 19650)]   

spacing        1              [(2, 3386)]    

spadari        1              [(1, 18171)]   

spanish        2              [(1, 2202), (2, 4057)]

special        2              [(1, 17243), (2, 10307)]

species        7              [(1, 19580), (2, 4326), (2, 4404), (2, 5271), (2, 6537), (2, 26262), (2, 26598)]

specific       1              [(2, 15386)]   

specifically   1              [(1, 4928)]    

spices         1              [(2, 14865)]   

spike          1              [(2, 3011)]    

spirit         1              [(2, 16730)]   

split          1              [(2, 13546)]   

sport          1              [(2, 25574)]   

sprayed        1              [(1, 8623)]    

spraying       1              [(2, 12670)]   

spring         1              [(1, 16779)]   

springer       1              [(1, 19231)]   

squat          1              [(2, 6636)]    

ssekiwoko      1              [(2, 23149)]   

st             1              [(1, 12701)]   

stadium        1              [(2, 17018)]   

standard       2              [(2, 18113), (2, 23713)]

standards      1              [(1, 5433)]    

standing       1              [(1, 10303)]   

staple         2              [(2, 11441), (2, 13276)]

starchier      1              [(2, 132)]     

starchy        1              [(2, 6183)]    

started        1              [(2, 8366)]    

state          1              [(1, 16874)]   

states         4              [(1, 3868), (2, 14080), (2, 14951), (2, 23649)]

station        1              [(1, 6291)]    

statistical    2              [(2, 22157), (2, 22255)]

statistics     1              [(1, 12960)]   

steam          1              [(2, 14886)]   

steamed        4              [(2, 13555), (2, 13840), (2, 14350), (2, 14463)]

steamships     1              [(2, 8634)]    

steffen        1              [(2, 21375)]   

stem           6              [(1, 1430), (2, 2133), (2, 2286), (2, 2493), (2, 3022), (2, 3688)]

stephen        2              [(2, 17783), (2, 20300)]

steps          1              [(2, 15598)]   

stewart        1              [(2, 25150)]   

stews          1              [(2, 14127)]   

stich          1              [(1, 18667)]   

still          4              [(1, 442), (1, 5382), (1, 12109), (2, 10198)]

stops          1              [(2, 2956)]    

storage        9              [(1, 1098), (1, 5138), (1, 8161), (1, 8317), (1, 8575), (2, 1613), (2, 10621), (2, 21724), (2, 22003)]

store          1              [(2, 25189)]   

stored         4              [(1, 2332), (1, 8196), (1, 8259), (1, 8460)]

storms         1              [(2, 9443)]    

story          3              [(1, 4355), (1, 19448), (1, 19527)]

stover         1              [(2, 26713)]   

stracha        1              [(2, 21818)]   

strains        1              [(1, 1866)]    

strands        1              [(2, 15760)]   

strange        1              [(1, 2798)]    

strawberries   1              [(2, 7930)]    

street         3              [(1, 15001), (2, 16347), (2, 20771)]

string         1              [(2, 10940)]   

striped        1              [(2, 7840)]    

studies        1              [(2, 24240)]   

study          1              [(2, 10550)]   

subgroup       1              [(2, 27257)]   

subgroups      1              [(2, 5921)]    

subscription   1              [(2, 21054)]   

subsistence    1              [(2, 12015)]   

substances     1              [(1, 10232)]   

subtropics     1              [(2, 20129)]   

such           10             [(1, 9889), (1, 10132), (1, 10529), (1, 11142), (2, 1138), (2, 1232), (2, 5458), (2, 9426), (2, 13335), (2, 14195)]

sue            2              [(1, 15772), (1, 15954)]

suffered       1              [(2, 11845)]   

sugar          1              [(1, 11720)]   

suitable       2              [(1, 9436), (2, 15472)]

suitors        1              [(1, 4130)]    

summary        1              [(2, 6734)]    

summer         2              [(1, 1515), (1, 7876)]

sun            1              [(1, 10432)]   

sunlight       1              [(2, 12106)]   

superfl        1              [(2, 5028)]    

supplement     1              [(2, 20140)]   

supply         1              [(2, 13174)]   

supports       1              [(2, 2745)]    

supreme        1              [(1, 7903)]    

surburg        1              [(2, 23968)]   

surface        1              [(1, 7373)]    

susan          1              [(1, 13102)]   

susceptible    3              [(1, 5469), (1, 8731), (2, 12205)]

sustainable    1              [(1, 15850)]   

swamp          1              [(2, 19742)]   

sweet          5              [(1, 8155), (1, 19685), (2, 66), (2, 815), (2, 14379)]

sylvestris     2              [(1, 278), (1, 13733)]

symbol         4              [(1, 3017), (1, 4396), (2, 1943), (2, 16785)]

symbolic       1              [(2, 16999)]   

symbolically   2              [(1, 3717), (1, 3781)]

symposium      1              [(1, 16808)]   

syndrome       1              [(1, 11070)]   

synonyms       1              [(2, 26848)]   

system         3              [(1, 17143), (2, 3290), (2, 5178)]

systems        1              [(1, 15867)]   

sánchez        1              [(2, 19138)]   

t              8              [(1, 19576), (1, 19636), (2, 18425), (2, 18659), (2, 27076), (2, 27096), (2, 27132), (2, 27338)]

table          2              [(1, 9109), (2, 17772)]

taggart        2              [(1, 12041), (1, 12140)]

take           3              [(1, 3934), (1, 4034), (1, 11853)]

takes          2              [(1, 11890), (2, 15693)]

tarjan         1              [(1, 15776)]   

taste          1              [(2, 7919)]    

tastes         1              [(1, 718)]     

taxon          1              [(1, 12905)]   

taxonomists    1              [(2, 4270)]    

taxonomy       2              [(2, 1377), (2, 4079)]

taylor         2              [(2, 20207), (2, 23763)]

tea            1              [(1, 19714)]   

team           1              [(2, 5344)]    

techniques     1              [(1, 9645)]    

technology     4              [(1, 83), (1, 16322), (2, 17824), (2, 26396)]

temperate      1              [(1, 6580)]    

temperature    1              [(2, 21984)]   

temperatures   2              [(2, 10817), (2, 21884)]

temptation     2              [(1, 4429), (1, 19470)]

tend           1              [(1, 11543)]   

tender         1              [(2, 14971)]   

teresa         1              [(2, 19146)]   

term           1              [(2, 1051)]    

termed         1              [(1, 9819)]    

textbook       1              [(2, 17149)]   

textiles       3              [(2, 1872), (2, 15051), (2, 15348)]

texts          1              [(2, 7559)]    

texture        1              [(2, 19040)]   

textures       1              [(1, 5293)]    

thailandamuletsnet1              [(2, 25342)]   

thaiworldviewcom1              [(2, 25384)]   

than           12             [(1, 1830), (1, 4616), (1, 5352), (1, 5665), (1, 5751), (1, 8554), (2, 6225), (2, 6296), (2, 6545), (2, 10985), (2, 16890), (2, 18933)]

thanin         1              [(2, 16017)]   

that           26             [(1, 1622), (1, 2193), (1, 2949), (1, 3024), (1, 3818), (1, 4504), (1, 5739), (1, 7535), (1, 7847), (1, 11590), (2, 1110), (2, 2740), (2, 3243), (2, 3402), (2, 4530), (2, 4631), (2, 7902), (2, 8697), (2, 10565), (2, 16072), (2, 16157), (2, 16391), (2, 16591), (2, 16648), (2, 16947), (2, 20732)]

