Word           Frequency      Posting List   
report         4              [(1, 11273), (2, 9592), (2, 10258), (2, 21050)]

requir         5              [(1, 2889), (1, 14858), (2, 11087), (2, 14061), (2, 19095)]

research       4              [(1, 9664), (2, 11267), (2, 22639), (2, 23655)]

resid          1              [(2, 15146)]   

resist         4              [(1, 4626), (2, 11260), (2, 11313), (2, 20911)]

resourc        2              [(2, 23931), (2, 24234)]

rest           1              [(2, 10932)]   

result         4              [(1, 585), (1, 1553), (1, 3900), (2, 17106)]

retail         1              [(2, 9567)]    

retriev        102            [(1, 11457), (1, 11483), (1, 11520), (1, 11731), (1, 12222), (1, 12304), (1, 12340), (1, 12407), (1, 12447), (1, 12848), (1, 13379), (1, 13461), (1, 13575), (1, 13723), (1, 13822), (1, 13932), (1, 13948), (1, 13994), (1, 14125), (1, 14157), (1, 14349), (1, 14433), (1, 14593), (1, 14748), (1, 14785), (1, 15036), (1, 15107), (1, 15136), (1, 15452), (1, 15657), (1, 15701), (1, 15961), (1, 16012), (1, 16078), (1, 16942), (1, 17094), (1, 17137), (1, 17232), (2, 15465), (2, 15547), (2, 15589), (2, 15656), (2, 15672), (2, 15724), (2, 15755), (2, 15783), (2, 15908), (2, 15963), (2, 16137), (2, 16182), (2, 16222), (2, 16257), (2, 16460), (2, 16514), (2, 16586), (2, 16988), (2, 17616), (2, 18258), (2, 18497), (2, 18642), (2, 18691), (2, 18738), (2, 18945), (2, 18985), (2, 19071), (2, 19107), (2, 19149), (2, 19280), (2, 19317), (2, 19459), (2, 19554), (2, 20112), (2, 20192), (2, 20518), (2, 20557), (2, 20698), (2, 21419), (2, 21522), (2, 22058), (2, 22087), (2, 22148), (2, 22210), (2, 22275), (2, 22340), (2, 22370), (2, 22403), (2, 22433), (2, 22578), (2, 22868), (2, 22969), (2, 23010), (2, 23042), (2, 23088), (2, 23186), (2, 23216), (2, 23313), (2, 23360), (2, 23772), (2, 23943), (2, 24021), (2, 24246), (2, 24524)]

revers         2              [(2, 1939), (2, 2080)]

reyn           1              [(2, 17356)]   

rh             2              [(1, 15786), (2, 24261)]

ribeiro        2              [(1, 16101), (1, 16188)]

rich           2              [(1, 9318), (2, 344)]

richard        2              [(1, 17017), (2, 23235)]

rioonwatch     1              [(2, 23150)]   

ripe           1              [(2, 9604)]    

ripen          10             [(1, 6945), (1, 7357), (2, 1467), (2, 7962), (2, 9321), (2, 9360), (2, 9485), (2, 9638), (2, 12099), (2, 19674)]

risk           1              [(1, 9753)]    

river          2              [(2, 15847), (2, 23575)]

rj             1              [(2, 16290)]   

rk             1              [(2, 21259)]   

robert         2              [(2, 19591), (2, 20866)]

roberto        1              [(1, 15947)]   

robertshaw     1              [(2, 18288)]   

rochest        1              [(1, 13302)]   

rodal          1              [(1, 15585)]   

rodiergoud     2              [(2, 16766), (2, 20374)]

rodney         1              [(1, 11955)]   

roger          1              [(1, 15059)]   

roldánruiz     1              [(1, 12029)]   

role           4              [(1, 12980), (1, 14880), (2, 1720), (2, 14360)]

ronald         2              [(1, 13745), (2, 18517)]

room           2              [(2, 9377), (2, 9421)]

rootstock      3              [(1, 5336), (1, 6399), (1, 6790)]

rosacea        1              [(1, 11856)]   

roster         1              [(1, 13074)]   

rouard         2              [(2, 16675), (2, 20287)]

roughli        2              [(1, 8276), (2, 11704)]

routledg       1              [(2, 17769)]   

rrc            1              [(2, 24357)]   

run            1              [(2, 3535)]    

runnin         1              [(2, 14758)]   

rural          1              [(2, 18203)]   

russet         1              [(1, 4705)]    

rutherford     1              [(2, 21022)]   

ryukyu         1              [(2, 22497)]   

réunion        1              [(2, 1961)]    

s              14             [(1, 5328), (1, 10636), (1, 12007), (1, 14831), (1, 17008), (2, 15391), (2, 16662), (2, 16821), (2, 19926), (2, 20278), (2, 20429), (2, 21393), (2, 23382), (2, 24330)]

saba           1              [(2, 12433)]   

sacr           1              [(1, 3262)]    

saeki          1              [(2, 23436)]   

sage           1              [(2, 12925)]   

said           2              [(1, 10831), (2, 15138)]

salad          1              [(1, 8537)]    

sale           2              [(2, 8198), (2, 14441)]

salmon         1              [(2, 21924)]   

sam            1              [(1, 11975)]   

same           4              [(1, 4316), (1, 6087), (1, 6394), (2, 12808)]

san            1              [(2, 7334)]    

sansavini      1              [(1, 14833)]   

santi          1              [(2, 20790)]   

saper          1              [(1, 16332)]   

sapidisiaca    1              [(2, 4579)]    

sapientum      6              [(2, 470), (2, 3990), (2, 4244), (2, 4539), (2, 4616), (2, 4630)]

sauc           1              [(1, 8565)]    

sauer          1              [(1, 13017)]   

say            1              [(2, 14786)]   

sc             2              [(2, 23822), (2, 24065)]

scald          1              [(1, 9291)]    

scale          1              [(2, 9222)]    

scaman         1              [(2, 21865)]   

schatkowski    1              [(2, 21683)]   

scholar        1              [(1, 2183)]    

scienc         10             [(1, 15633), (1, 15858), (1, 16387), (2, 15629), (2, 16106), (2, 17922), (2, 18092), (2, 18344), (2, 19269), (2, 22786)]

scientif       1              [(1, 15290)]   

scientist      4              [(2, 4901), (2, 15936), (2, 19032), (2, 19061)]

scott          3              [(2, 19569), (2, 19765), (2, 19905)]

seal           1              [(2, 9924)]    

search         3              [(1, 17749), (2, 16241), (2, 24906)]

season         1              [(2, 10404)]   

section        2              [(2, 8621), (2, 11506)]

sector         1              [(2, 8434)]    

see            15             [(1, 98), (1, 1132), (1, 4967), (1, 5902), (1, 6302), (1, 7769), (1, 8352), (1, 11184), (2, 119), (2, 156), (2, 174), (2, 4884), (2, 6634), (2, 11956), (2, 14851)]

seed           11             [(1, 569), (1, 1111), (1, 5047), (1, 8408), (1, 8464), (1, 10398), (1, 10407), (1, 10484), (1, 16765), (2, 8847), (2, 8862)]

seedl          1              [(1, 5487)]    

seen           2              [(2, 1953), (2, 2094)]

select         3              [(1, 6246), (1, 13067), (2, 16566)]

selfincompat   1              [(1, 5952)]    

sell           1              [(2, 8393)]    

send           1              [(1, 11003)]   

separ          1              [(2, 14122)]   

septemb        12             [(1, 11528), (1, 14441), (1, 14537), (1, 14601), (1, 16199), (1, 16363), (2, 16145), (2, 18266), (2, 18469), (2, 18505), (2, 18650), (2, 18953)]

sequenc        2              [(1, 1763), (2, 4943)]

seri           2              [(1, 14234), (2, 4169)]

seriou         1              [(1, 7946)]    

serv           2              [(1, 8310), (2, 14945)]

servic         2              [(1, 14574), (1, 15996)]

seven          1              [(1, 5993)]    

sever          4              [(1, 5397), (1, 8590), (1, 10567), (2, 12018)]

sg             1              [(2, 17795)]   

sh             2              [(2, 19174), (2, 24310)]

shaari         1              [(2, 19187)]   

shape          3              [(1, 4645), (1, 4699), (2, 5739)]

share          1              [(1, 3517)]    

sharp          1              [(2, 645)]     

shaw           1              [(2, 22676)]   

she            2              [(1, 3020), (1, 3732)]

sheath         3              [(2, 2432), (2, 2456), (2, 2537)]

shepherd       1              [(2, 4729)]    

sherbet        1              [(2, 7200)]    

shih           1              [(1, 17027)]   

ship           2              [(1, 4583), (2, 11098)]

shipper        1              [(2, 7983)]    

shoot          4              [(2, 13698), (2, 13756), (2, 13798), (2, 13934)]

short          2              [(2, 6056), (2, 18411)]

shortliv       1              [(1, 3627)]    

show           3              [(1, 3378), (2, 1853), (2, 4219)]

shown          1              [(2, 9973)]    

siberian       1              [(1, 17494)]   

side           1              [(1, 1245)]    

sidewalk       2              [(2, 14541), (2, 14615)]

sieversii      4              [(1, 1497), (1, 1633), (1, 1788), (1, 1816)]

sigatoka       2              [(2, 1590), (2, 11358)]

signific       4              [(1, 7588), (1, 7735), (2, 12052), (2, 17683)]

significantli  1              [(1, 5234)]    

silayoi        1              [(2, 24313)]   

silk           1              [(2, 24697)]   

silva          2              [(2, 16687), (2, 20299)]

similar        4              [(1, 10014), (2, 12566), (2, 12666), (2, 15034)]

similarli      1              [(1, 3343)]    

simmond        3              [(2, 4717), (2, 15921), (2, 24264)]

simon          1              [(2, 19337)]   

simpli         1              [(2, 12345)]   

sin            2              [(1, 4009), (1, 4017)]

sinc           1              [(1, 5583)]    

singapor       1              [(2, 12641)]   

size           5              [(1, 1387), (1, 6354), (1, 11807), (2, 280), (2, 5730)]

skin           6              [(1, 4561), (1, 8154), (1, 8388), (2, 3561), (2, 6088), (2, 12222)]

slice          1              [(1, 9034)]    

slightli       1              [(2, 3591)]    

small          3              [(1, 2591), (1, 10428), (1, 10463)]

smaller        1              [(2, 5683)]    

smallscal      2              [(2, 6219), (2, 10881)]

smell          1              [(2, 7364)]    

smith          5              [(1, 7259), (1, 12512), (2, 15795), (2, 20762), (2, 21035)]

snow           1              [(1, 7205)]    

so             4              [(1, 6885), (1, 10203), (2, 906), (2, 2952)]

societi        3              [(1, 869), (1, 2082), (1, 11902)]

soft           5              [(1, 4484), (2, 333), (2, 742), (2, 13743), (2, 13834)]

softest        1              [(2, 13987)]   

soil           3              [(2, 2304), (2, 2324), (2, 8326)]

soilborn       1              [(2, 21333)]   

sold           1              [(2, 5781)]    

solid          1              [(2, 23531)]   

solofo         1              [(2, 18378)]   

solomon        1              [(2, 22291)]   

solvent        1              [(1, 16464)]   

soma           1              [(1, 13095)]   

some           11             [(1, 4407), (1, 4751), (1, 6409), (1, 7337), (1, 7549), (1, 8830), (1, 9250), (1, 9596), (1, 9761), (1, 9955), (2, 8407)]

someon         1              [(1, 3303)]    

sometim        3              [(1, 3058), (1, 6163), (2, 10469)]

son            1              [(1, 11690)]   

sort           1              [(2, 8252)]    

soup           1              [(2, 13105)]   

souquet        2              [(2, 16725), (2, 20335)]

sourc          5              [(1, 8049), (1, 9323), (2, 10121), (2, 11146), (2, 11725)]

south          3              [(2, 1374), (2, 7569), (2, 13494)]

southeast      3              [(2, 5458), (2, 6376), (2, 24397)]

southern       1              [(1, 17469)]   

space          1              [(2, 3087)]    

spadari        1              [(1, 16155)]   

spanish        2              [(1, 1951), (2, 3708)]

speci          7              [(1, 17406), (2, 3948), (2, 4022), (2, 4825), (2, 5979), (2, 23850), (2, 24153)]

special        2              [(1, 15325), (2, 9369)]

specif         2              [(1, 4423), (2, 13885)]

spice          1              [(2, 13428)]   

spike          1              [(2, 2749)]    

spirit         1              [(2, 15128)]   

split          1              [(2, 12232)]   

sport          1              [(2, 23204)]   

spray          2              [(1, 7698), (2, 11446)]

spring         1              [(1, 14912)]   

springer       1              [(1, 17085)]   

squat          1              [(2, 6066)]    

ssekiwoko      1              [(2, 20984)]   

stadium        1              [(2, 15393)]   

stand          1              [(1, 9170)]    

standard       3              [(1, 4863), (2, 16381), (2, 21493)]

stapl          2              [(2, 10391), (2, 11984)]

starchi        1              [(2, 5653)]    

starchier      1              [(2, 127)]     

start          1              [(2, 7642)]    

state          5              [(1, 3444), (1, 14996), (2, 12717), (2, 13507), (2, 21438)]

station        1              [(1, 5613)]    

statist        3              [(1, 11443), (2, 20088), (2, 20168)]

steam          5              [(2, 12241), (2, 12489), (2, 12970), (2, 13079), (2, 13446)]

steamship      1              [(2, 7869)]    

steffen        1              [(2, 19381)]   

stem           6              [(1, 1250), (2, 1926), (2, 2067), (2, 2263), (2, 2760), (2, 3363)]

step           1              [(2, 14073)]   

stephen        2              [(2, 16075), (2, 18390)]

stew           1              [(2, 12760)]   

stewart        1              [(2, 22808)]   

stich          1              [(1, 16597)]   

still          4              [(1, 415), (1, 4819), (1, 10794), (2, 9268)]

stop           1              [(2, 2701)]    

storag         9              [(1, 977), (1, 4596), (1, 7299), (1, 7431), (1, 7656), (2, 1473), (2, 9651), (2, 19695), (2, 19956)]

store          5              [(1, 2068), (1, 7327), (1, 7381), (1, 7561), (2, 22842)]

stori          3              [(1, 3914), (1, 17283), (1, 17357)]

storm          1              [(2, 8584)]    

stover         1              [(2, 24254)]   

stracha        1              [(2, 19783)]   

strain         1              [(1, 1646)]    

strand         1              [(2, 14218)]   

strang         1              [(1, 2489)]    

strawberri     1              [(2, 7240)]    

street         3              [(1, 13315), (2, 14776), (2, 18828)]

string         1              [(2, 9944)]    

stripe         1              [(2, 7157)]    

studi          2              [(2, 9586), (2, 21982)]

subgroup       2              [(2, 5418), (2, 24755)]

subscript      1              [(2, 19085)]   

subsist        1              [(2, 10891)]   

substanc       1              [(1, 9111)]    

subtrop        1              [(2, 18235)]   

such           10             [(1, 8807), (1, 9022), (1, 9369), (1, 9929), (2, 1053), (2, 1145), (2, 4997), (2, 8569), (2, 12039), (2, 12820)]

sue            2              [(1, 14013), (1, 14180)]

suffer         1              [(2, 10749)]   

sugar          1              [(1, 10446)]   

suitabl        2              [(1, 8416), (2, 13965)]

suitor         1              [(1, 3694)]    

summari        1              [(2, 6159)]    

summer         2              [(1, 1331), (1, 7039)]

sun            1              [(1, 9287)]    

sunlight       1              [(2, 10970)]   

superfl        1              [(2, 4603)]    

supplement     1              [(2, 18243)]   

suppli         1              [(2, 11896)]   

support        1              [(2, 2504)]    

suprem         1              [(1, 7065)]    

surburg        1              [(2, 21728)]   

surfac         1              [(1, 6588)]    

susan          1              [(1, 11566)]   

suscept        3              [(1, 4895), (1, 7792), (2, 11060)]

sustain        1              [(1, 14089)]   

swamp          1              [(2, 17886)]   

sweet          5              [(1, 7293), (1, 17503), (2, 64), (2, 747), (2, 12997)]

sylvestri      2              [(1, 266), (1, 12148)]

symbol         7              [(1, 2689), (1, 3316), (1, 3371), (1, 3953), (2, 1764), (2, 15180), (2, 15377)]

symposium      1              [(1, 14938)]   

syndrom        1              [(1, 9862)]    

synonym        1              [(2, 24386)]   

system         4              [(1, 14102), (1, 15237), (2, 2999), (2, 4738)]

sánchez        1              [(2, 17341)]   

t              8              [(1, 17402), (1, 17455), (2, 16673), (2, 16901), (2, 24583), (2, 24601), (2, 24633), (2, 24836)]

tabl           2              [(1, 8132), (2, 16065)]

taggart        2              [(1, 10730), (1, 10823)]

take           5              [(1, 3505), (1, 3604), (1, 10562), (1, 10595), (2, 14157)]

tarjan         1              [(1, 14017)]   

tast           2              [(1, 660), (2, 7230)]

taxon          1              [(1, 11396)]   

taxonomi       2              [(2, 1274), (2, 3729)]

taxonomist     1              [(2, 3900)]    

taylor         2              [(2, 18305), (2, 21534)]

tea            1              [(1, 17529)]   

team           1              [(2, 4893)]    

techniqu       1              [(1, 8596)]    

technolog      4              [(1, 80), (1, 14513), (2, 16113), (2, 23969)]

temper         1              [(1, 5871)]    

temperatur     3              [(2, 9831), (2, 19847), (2, 19938)]

temptat        2              [(1, 3980), (1, 17305)]

tend           1              [(1, 10286)]   

tender         1              [(2, 13526)]   

teresa         1              [(2, 17349)]   

term           2              [(1, 8748), (2, 969)]

text           1              [(2, 6901)]    

textbook       1              [(2, 15509)]   

textil         3              [(2, 1700), (2, 13603), (2, 13854)]

textur         2              [(1, 4734), (2, 17250)]

thailandamuletsnet1              [(2, 22985)]   

thaiworldviewcom1              [(2, 23025)]   

than           12             [(1, 1611), (1, 4155), (1, 4790), (1, 5063), (1, 5136), (1, 7636), (2, 5691), (2, 5758), (2, 5985), (2, 9987), (2, 15277), (2, 17151)]

thanin         1              [(2, 14453)]   

that           26             [(1, 1430), (1, 1942), (1, 2625), (1, 2696), (1, 3397), (1, 4051), (1, 5124), (1, 6728), (1, 7010), (1, 10332), (2, 1026), (2, 2499), (2, 2955), (2, 3098), (2, 4135), (2, 4224), (2, 7215), (2, 7921), (2, 9599), (2, 14507), (2, 14591), (2, 14818), (2, 14995), (2, 15048), (2, 15329), (2, 18791)]

the            376            [(1, 20), (1, 62), (1, 76), (1, 370), (1, 810), (1, 1211), (1, 1272), (1, 1307), (1, 1464), (1, 1526), (1, 1540), (1, 1619), (1, 1677), (1, 1694), (1, 1771), (1, 1826), (1, 1850), (1, 1859), (1, 1883), (1, 1917), (1, 1947), (1, 2049), (1, 2141), (1, 2171), (1, 2221), (1, 2240), (1, 2285), (1, 2342), (1, 2454), (1, 2485), (1, 2529), (1, 2533), (1, 2633), (1, 2704), (1, 2728), (1, 2749), (1, 2828), (1, 2866), (1, 2909), (1, 2923), (1, 2945), (1, 2965), (1, 2969), (1, 3039), (1, 3090), (1, 3115), (1, 3149), (1, 3171), (1, 3212), (1, 3216), (1, 3458), (1, 3804), (1, 3849), (1, 3910), (1, 3936), (1, 3988), (1, 4028), (1, 4070), (1, 4100), (1, 4166), (1, 4232), (1, 4312), (1, 5295), (1, 5362), (1, 5441), (1, 5588), (1, 5592), (1, 5624), (1, 5674), (1, 5809), (1, 6083), (1, 6183), (1, 6208), (1, 6344), (1, 6362), (1, 6390), (1, 6541), (1, 6759), (1, 6874), (1, 6913), (1, 6969), (1, 6988), (1, 7035), (1, 7507), (1, 7527), (1, 7652), (1, 7857), (1, 7876), (1, 7937), (1, 8116), (1, 8361), (1, 8384), (1, 8404), (1, 8443), (1, 8460), (1, 9083), (1, 9157), (1, 9399), (1, 9466), (1, 9514), (1, 9749), (1, 9937), (1, 10162), (1, 10299), (1, 10320), (1, 10403), (1, 10584), (1, 10646), (1, 10658), (1, 10679), (1, 10805), (1, 10879), (1, 10912), (1, 10934), (1, 11008), (1, 11030), (1, 11180), (1, 11283), (1, 11830), (1, 12064), (1, 12095), (1, 12120), (1, 12622), (1, 12988), (1, 13155), (1, 13205), (1, 13412), (1, 13752), (1, 14046), (1, 14216), (1, 14276), (1, 14848), (1, 15189), (1, 15274), (1, 15358), (1, 15526), (1, 15914), (1, 16207), (1, 16756), (1, 17166), (1, 17205), (1, 17279), (1, 17292), (1, 17353), (1, 17366), (1, 17465), (2, 22), (2, 81), (2, 256), (2, 378), (2, 531), (2, 698), (2, 790), (2, 804), (2, 909), (2, 965), (2, 996), (2, 1016), (2, 1038), (2, 1061), (2, 1079), (2, 1101), (2, 1136), (2, 1153), (2, 1175), (2, 1230), (2, 1348), (2, 1417), (2, 2018), (2, 2029), (2, 2184), (2, 2204), (2, 2320), (2, 2393), (2, 2405), (2, 2439), (2, 2471), (2, 2512), (2, 2522), (2, 2533), (2, 2612), (2, 2625), (2, 2640), (2, 2692), (2, 2793), (2, 2814), (2, 2861), (2, 2881), (2, 2943), (2, 2960), (2, 2987), (2, 3028), (2, 3103), (2, 3150), (2, 3161), (2, 3171), (2, 3201), (2, 3294), (2, 3483), (2, 3557), (2, 3570), (2, 3609), (2, 3678), (2, 3738), (2, 3747), (2, 3769), (2, 3807), (2, 3816), (2, 3828), (2, 3837), (2, 4082), (2, 4333), (2, 4410), (2, 4781), (2, 4855), (2, 4954), (2, 5071), (2, 5196), (2, 5414), (2, 5473), (2, 5526), (2, 5712), (2, 5805), (2, 5817), (2, 5922), (2, 5936), (2, 6110), (2, 6191), (2, 6347), (2, 6395), (2, 6409), (2, 6458), (2, 6720), (2, 6772), (2, 6836), (2, 6840), (2, 6853), (2, 6868), (2, 6880), (2, 6959), (2, 6986), (2, 7044), (2, 7065), (2, 7115), (2, 7181), (2, 7251), (2, 7301), (2, 7320), (2, 7378), (2, 7396), (2, 7510), (2, 7543), (2, 7607), (2, 7666), (2, 7764), (2, 7827), (2, 7897), (2, 7996), (2, 8011), (2, 8023), (2, 8093), (2, 8119), (2, 8137), (2, 8228), (2, 8466), (2, 8486), (2, 8506), (2, 8754), (2, 8811), (2, 9010), (2, 9045), (2, 9134), (2, 9169), (2, 9396), (2, 9462), (2, 9563), (2, 9720), (2, 9908), (2, 10026), (2, 10216), (2, 10510), (2, 10574), (2, 10650), (2, 10706), (2, 10745), (2, 10928), (2, 10940), (2, 11103), (2, 11394), (2, 11414), (2, 11578), (2, 11753), (2, 11801), (2, 12095), (2, 12127), (2, 12178), (2, 12271), (2, 12470), (2, 12577), (2, 12691), (2, 12804), (2, 12828), (2, 13151), (2, 13170), (2, 13184), (2, 13380), (2, 13490), (2, 13522), (2, 13541), (2, 13593), (2, 13636), (2, 13663), (2, 13717), (2, 13907), (2, 13930), (2, 13944), (2, 13983), (2, 14162), (2, 14228), (2, 14279), (2, 14349), (2, 14449), (2, 14499), (2, 14537), (2, 14575), (2, 14611), (2, 14644), (2, 14678), (2, 14772), (2, 14893), (2, 14910), (2, 14941), (2, 15089), (2, 15165), (2, 15299), (2, 15408), (2, 15609), (2, 16127), (2, 16377), (2, 16490), (2, 16903), (2, 16939), (2, 17009), (2, 17113), (2, 17156), (2, 17669), (2, 17728), (2, 17895), (2, 17967), (2, 18220), (2, 18477), (2, 18566), (2, 18676), (2, 18769), (2, 18781), (2, 18802), (2, 18864), (2, 19500), (2, 19670), (2, 19952), (2, 20651), (2, 22012), (2, 22124), (2, 22186), (2, 22251), (2, 22459), (2, 22493), (2, 22542), (2, 22715), (2, 22848), (2, 22889), (2, 23287), (2, 23527), (2, 23960), (2, 23985), (2, 24492)]

their          14             [(1, 5159), (1, 5260), (1, 6328), (1, 7021), (1, 10008), (1, 12568), (2, 459), (2, 3967), (2, 5042), (2, 8049), (2, 8415), (2, 12216), (2, 16303), (2, 24641)]

them           4              [(1, 4761), (1, 6470), (1, 6866), (2, 15155)]

themselv       1              [(1, 6899)]    

then           2              [(1, 3599), (2, 9919)]

theoi          2              [(1, 13342), (1, 13420)]

therapi        1              [(2, 21596)]   

there          9              [(1, 4140), (1, 5975), (2, 633), (2, 5643), (2, 6419), (2, 6916), (2, 7128), (2, 11405), (2, 15187)]

therefor       1              [(1, 9545)]    

therin         1              [(2, 17827)]   

these          5              [(1, 4349), (2, 4104), (2, 9415), (2, 12455), (2, 13785)]

they           16             [(1, 1754), (1, 3581), (1, 4872), (1, 5217), (1, 5789), (1, 5965), (1, 6922), (1, 10789), (2, 4805), (2, 4831), (2, 4919), (2, 5240), (2, 7748), (2, 9117), (2, 12480), (2, 13265)]

thi            15             [(1, 42), (1, 10069), (1, 10179), (1, 10342), (1, 12764), (2, 44), (2, 4045), (2, 8248), (2, 8617), (2, 9842), (2, 9951), (2, 10756), (2, 11502), (2, 12257), (2, 14025)]

think          2              [(2, 14485), (2, 14561)]

thoma          2              [(1, 14257), (2, 19350)]

those          5              [(2, 781), (2, 4309), (2, 4378), (2, 5696), (2, 5766)]

though         5              [(1, 3797), (1, 4400), (1, 4846), (1, 6640), (2, 9184)]

thought        3              [(1, 3557), (2, 3628), (2, 11885)]

thousand       3              [(1, 458), (1, 12746), (2, 7461)]

threaten       1              [(2, 10847)]   

three          3              [(1, 3129), (1, 7641), (1, 7867)]

threepoint     1              [(1, 6710)]    

throat         1              [(1, 4104)]    

through        2              [(1, 5389), (1, 8977)]

throughout     1              [(1, 5430)]    

throw          4              [(1, 3286), (1, 3452), (2, 14512), (2, 14596)]

thu            4              [(1, 3192), (1, 3228), (2, 4851), (2, 5067)]

tianli         1              [(1, 16730)]   

tier           2              [(2, 3252), (2, 3289)]

tightli        1              [(2, 2443)]    

timber         1              [(1, 17375)]   

time           6              [(1, 6961), (1, 7647), (1, 14894), (1, 15927), (2, 7937), (2, 23300)]

timefram       1              [(2, 11343)]   

timothi        1              [(2, 21855)]   

tini           2              [(2, 3107), (2, 8857)]

tip            2              [(2, 2022), (2, 3154)]

tiparot        1              [(2, 24778)]   

to             102            [(1, 495), (1, 1412), (1, 1599), (1, 1616), (1, 1901), (1, 1968), (1, 2168), (1, 2896), (1, 2906), (1, 3180), (1, 3256), (1, 3267), (1, 3283), (1, 3313), (1, 3353), (1, 3368), (1, 3494), (1, 3715), (1, 4766), (1, 4903), (1, 5172), (1, 5280), (1, 5990), (1, 6475), (1, 6668), (1, 6744), (1, 6871), (1, 6985), (1, 7570), (1, 7800), (1, 8613), (1, 8924), (1, 9069), (1, 9080), (1, 9185), (1, 9247), (1, 9498), (1, 9526), (1, 9912), (1, 9990), (1, 10022), (1, 10115), (1, 10291), (1, 10377), (1, 10719), (1, 10857), (1, 10951), (1, 10978), (1, 11327), (1, 12902), (1, 12959), (1, 13014), (1, 13863), (1, 15339), (2, 90), (2, 498), (2, 739), (2, 1123), (2, 2232), (2, 2422), (2, 2732), (2, 3055), (2, 3075), (2, 3275), (2, 3284), (2, 3636), (2, 3766), (2, 4064), (2, 4158), (2, 5193), (2, 5587), (2, 6250), (2, 6672), (2, 7112), (2, 8015), (2, 8046), (2, 8544), (2, 9042), (2, 9088), (2, 9537), (2, 9616), (2, 9731), (2, 9979), (2, 10010), (2, 10837), (2, 10950), (2, 10985), (2, 11135), (2, 11391), (2, 11893), (2, 12073), (2, 12357), (2, 12574), (2, 12964), (2, 13734), (2, 15022), (2, 15143), (2, 15296), (2, 19661), (2, 20918), (2, 21321), (2, 23524)]

today          4              [(1, 427), (2, 8154), (2, 8735), (2, 21413)]

togeth         2              [(2, 596), (2, 10194)]

toler          1              [(2, 21306)]   

tolman         1              [(1, 7286)]    

tom            3              [(1, 13611), (1, 13644), (2, 23258)]

tonn           4              [(2, 10086), (2, 10178), (2, 10301), (2, 10320)]

tool           4              [(1, 17717), (1, 17771), (2, 24874), (2, 24928)]

top            3              [(2, 1613), (2, 2865), (2, 11493)]

topic          2              [(1, 17601), (2, 24625)]

torrejón       1              [(1, 12463)]   

total          5              [(1, 814), (1, 8126), (2, 618), (2, 10226), (2, 10269)]

toxic          2              [(1, 1102), (1, 10389)]

toxicolog      1              [(1, 15904)]   

toxnet         1              [(1, 17108)]   

tp             1              [(2, 17785)]   

track          1              [(2, 17663)]   

tradit         4              [(2, 5990), (2, 12400), (2, 14029), (2, 22556)]

tran           1              [(2, 23672)]   

transgen       1              [(2, 20880)]   

translat       2              [(1, 13356), (1, 13434)]

transliter     1              [(1, 3066)]    

transpar       1              [(1, 7081)]    

transport      5              [(2, 1484), (2, 7848), (2, 9662), (2, 9687), (2, 19816)]

travel         1              [(1, 2899)]    

treatment      1              [(2, 9955)]    

tree           21             [(1, 348), (1, 374), (1, 541), (1, 1220), (1, 1868), (1, 1896), (1, 1976), (1, 2559), (1, 4984), (1, 5011), (1, 6366), (1, 6545), (1, 6568), (1, 6606), (1, 6770), (1, 7783), (1, 11653), (1, 11864), (1, 14293), (2, 1848), (2, 15025)]

tribe          1              [(1, 2291)]    

trinidad       2              [(2, 19896), (2, 20043)]

triploid       1              [(2, 9049)]    

tropic         9              [(1, 11662), (2, 1572), (2, 8577), (2, 9724), (2, 11320), (2, 18224), (2, 19878), (2, 20025), (2, 20935)]

trottier       1              [(1, 11782)]   

true           1              [(2, 5276)]    

trunk          4              [(2, 1688), (2, 2240), (2, 13516), (2, 13558)]

tubular        1              [(2, 2581)]    

tugwel         1              [(2, 19793)]   

turn           3              [(1, 9045), (1, 9529), (2, 12352)]

turro          1              [(2, 19389)]   

tushemereirw   2              [(2, 20960), (2, 21246)]

twice          1              [(1, 5837)]    

two            7              [(1, 7485), (1, 7993), (2, 369), (2, 3944), (2, 7284), (2, 8758), (2, 14333)]

twofold        1              [(2, 6462)]    

type           3              [(1, 9562), (1, 9766), (2, 15002)]

typic          2              [(1, 6611), (1, 8299)]

u              1              [(2, 23487)]   

ucla           1              [(2, 18625)]   

ucsc           1              [(1, 14050)]   

uddin          1              [(2, 18463)]   

uk             1              [(1, 4170)]    

ullmann        1              [(2, 21762)]   

ultim          1              [(1, 6348)]    

un             3              [(1, 11418), (2, 20052), (2, 20132)]

uncl           1              [(2, 22820)]   

under          1              [(2, 9503)]    

